,date,title,text,link
13,2022-11-09,「人才基地計畫」串連產官學研，打造半導體實務戰力人才,隨著5G、物聯網、人工智慧(AI)等創新科技引領臺灣科技發展，對於科技人才的需求也逐年增加，為保持臺灣科技島的優勢，經濟部工業局整合產官學資源及研究單位研發能量推動「產學研工程人才實務能力卓越基地計畫」（以下簡稱人才基地計畫），引導一般大學及科大學生參與國家大型半導體關鍵技術實務研發計畫，透過專題的實作訓練，快速累積青年學子實務即戰力，擴充產業人才庫。,https://www.cw.com.tw/article/5123397
14,2022-11-04,iKala Cloud攜手Alkira助企業網路雲端化，全面提升企業營運效能,大缺工時代，企業雲端轉型，最缺雲端人才。iKala旗下雲端事業iKala Cloud與雲端網路路由商(Cloud Networking)－Alkira合作，為企業客戶提供革命性的Alkira網路即服務（NaaS）解決方案，協助企業網路雲端化，縮短企業回應市場（Time to Market）的時間、減輕IT人員的工作負擔，進而提升整體營運效能。,https://www.cw.com.tw/article/5123408
15,2022-11-01,歐洲直擊｜藏身小城的台積大腦、EUV誕生地：少了台灣，半導體一夕垮掉,全球最強大的半導體實驗室，藏在人口比台東市還少的比利時小城。一家非營利研究機構，卻是台積電、英特爾、三星背後的最強大腦。而一群來自台灣的工程師，更在這兒扮演舉足輕重的角色，驗證半導體的尖端研究，不能沒有台灣。,https://www.cw.com.tw/article/5123405
16,2022-11-01,老文件揭張忠謀40年前神預言晶圓教父的產地，要感謝一位教授,【陳良榕專欄】最先提出晶圓代工的，究竟是曹興誠還是張忠謀？新挖掘的老文件，揭露張忠謀40年前的神預言。而他的點子與今日IC產業，可歸功於一位教授。,https://www.cw.com.tw/article/5123368
17,2022-10-31,科技時代下的文化產業革新 — 科技結合文化，釋放產業想像,由文化內容策進院主辦的TCCF創意內容大會-未來內容展，今年主題為「擴增宇宙 運算中」（Future Processing ），參展作品呈現科技結合文化的新型態應用，不只改變大眾體驗沉浸式作品的路徑與思維，更賦予產業多元意義。,https://www.cw.com.tw/article/5123328
18,2022-10-29,為什麼大家搶挖比特幣？一次搞懂Web 3.0加密貨幣的數位資產價值,人人自己「印鈔票」的概念，其實已經在發生。,https://www.cw.com.tw/article/5123340
19,2022-10-28,440億美元收購》馬斯克變Twitter老闆會發生什麼事？,馬斯克終於在週四晚間以440億美元，完成了買下Twitter的交易。一上任就瞬間開除4名高階主管，他接下來還會有什麼動作？對世界又有什麼影響？,https://www.cw.com.tw/article/5123332
20,2022-10-27,疫情大餅吃完了？矽谷科技巨頭將迎來寒冬,過去十年，科技業帶領著美國的經濟發展，並在Covid-19肆虐時提振了股市，但如今面臨多重不穩定因素，即使是矽谷最強科技巨頭的表現都暗示著：艱難的日子可能要來了。,https://www.cw.com.tw/article/5123313
21,2022-10-26,台積本益比接近金融海嘯時期高盛直指恐面臨六大風險,兩岸地緣政治風險嚇壞全球投資人，衝擊台積電股價25日下探兩年多來新低。外資高盛證券認為，台積電股價已處在十年交易的歷史低端，本益比接近金融海嘯時期，但仍可能面臨六大風險。,https://www.cw.com.tw/article/5123289
22,2022-10-24,Aptos公鏈在紅什麼？,在熊市突然上線主網、空投代幣獎勵引發幣圈「科學家」熱議的新明星公鏈Aptos是什麼來頭？它有什麼特色？主要對手是誰？,https://www.cw.com.tw/article/5123273
23,2022-10-24,美國為何能掐住中國半導體命脈？一張圖表看懂,美國在10月上旬針對中國大陸宣布新的晶片與相關產品出口管制措施，要利用美國在半導體供應鏈關鍵領域中的強勢地位，阻止中國先進晶片的發展。華爾街日報利用一張圖表，凸顯美中在晶片供應鏈的勢力比重，說明了為何美國有能力可以掐住大陸發展半導體的命脈。,https://www.cw.com.tw/article/5123265
24,2022-10-23,元宇宙一週年，Meta來台灣討救兵：「台北， 我們有麻煩了」,祖克柏喊出「元宇宙」、臉書母公司改名Meta 將滿一年的前夕，Meta高層為何飛來台灣，向台積董事長劉德音以及滿堂的半導體業主管求教？,https://www.cw.com.tw/article/5123260
25,2022-10-23,令MIT、BBC都驚歎！沒領導者的g0v，如何讓駭客幫台灣社會解決問題？,台灣人總是自傲於擁有世界級的晶片技術，卻很少人知道，在外國人眼中，台灣有著最令人欽羨的世界級駭客聚會。如今，「g0v零時政府」已成為亞洲最具影響力的公民科技社群，讓MIT、BBC都專文報導。走過十年，g0v如何持續在台灣發揮影響力，並登上世界舞台？,https://www.cw.com.tw/article/5123259
26,2022-10-20,科學開門，敲開高科技企業的大門！國科會Kiss Science 103個場域遍地開花,台灣作為科技島，高科技產業求才若渴，在少子化的衝擊下，如何讓年輕世代願意親近科普、投入科技研發之路，在今年「Kiss Science—科學開門，青春不悶」活動正展現政府與企業攜手的創意解方。,https://www.cw.com.tw/article/5123237
27,2022-10-20,【有片】祖克柏秀AI技術台語、英語雙向口譯,人工智慧實現英語、台語口譯？Meta祖克柏說，他們做到了。,https://www.cw.com.tw/article/5123228
28,2022-10-19,鴻海電動車做到特斯拉辦不到的事？獨家代工高階iPhone給它底氣,同樣在鴻海集團創辦人郭台銘生日當天舉辦，第3屆鴻海科技日上，董事長劉揚偉展現更高的自信，推出3款電動車，業界讚嘆「很殺」。靠蘋果締造逆風中的好業績，但被視為轉型火車頭的電動車，何時量產？客戶在哪？,https://www.cw.com.tw/article/5123224
29,2022-10-19,CEO下台、韓國科技部長道歉》一把火如何燒出「Kakao之亂」？,在韓國，「Kakao」的身影無所不在。幾乎所有人都在使用這家科技公司的App傳訊息、叫車、地圖和電子支付。然而，上週六的一場火災，卻讓韓國人開始反思：什麼事都依賴一家科技集團究竟好不好？,https://www.cw.com.tw/article/5123221
30,2022-10-18,電子發票專家關網資訊，以FlexSystem即時財務數據優化營運決策效率,與時俱進的提供電子發票加值服務還不夠，關網資訊更積極透過P2B好企貸解決微型與小型企業資金周轉問題，並且投入資金與資源研發新產品，目標是成為企業信賴的財稅資訊數位化服務提供者，為客戶帶來效率與成長。,https://www.cw.com.tw/article/5123143
31,2022-10-17,推特收購案變慘案經濟學人：馬斯克恐被自己的狂妄推落地獄,法院判決馬斯克與推特須在10月28日前達成協議，否則將交由法官裁決。這樁目標、時機、價格錯誤的收購案無論結果如何，已在併購史留下新頁。,https://www.cw.com.tw/article/5123169
32,2022-10-17,改名Meta一年，祖克柏的元宇宙有希望嗎？,祖克柏宣布將Facebook改名為Meta一年了。這一年來，Meta用戶下滑、公司股價下跌60%，市值損失超過5億美元。大舉投資元宇宙，能帶Meta起飛嗎？,https://www.cw.com.tw/article/5123188
33,2022-10-17,一通奧地利到合肥視訊背後創舉中國反擊晶片戰，解方在諾貝爾獎,【陳良榕專欄】今年諾貝爾物理學獎得主，曾透過「墨子號」衛星，與中國徒弟實現人類首次跨洲量子通訊。一個神祕的物理現象，能幫中國奪科技霸權？,https://www.cw.com.tw/article/5123176
34,2022-10-17,拜登鎖住美國人，禁當陸廠「間諜」中國半導體退回石器時代？,拜登政府祭出新一波禁令，把中國AI、超級電腦發展卡住，還禁止有美國公民身分者，為中國半導體業工作。管制對象一字排開，擺明要將中國製程鎖死，對整體產業有何影響？,https://www.cw.com.tw/article/5123159
35,2022-10-14,代工的iPhone 14賣不好、明年恐被立訊超越和碩改當「特務基地」？,iPhone第二大代工廠和碩，近年面臨被蘋果邊緣化的危機，打不進高階機種、代工的14 Plus賣不好，還可能被陸廠超越。和碩啟動世代交替，迎來雙執行長，提拔老臣力拚5G，推出第一個轉型之作。,https://www.cw.com.tw/article/5123145
36,2022-10-13,台積股價漲4.3％不怕禁中令卻大砍資本支出，法說透露什麼？,美國最新公布的半導體技術銷售中國禁令，將台積股價推落400元地板價。全球矚目的台積法說，透露了那些壞消息？哪那些好消息？,https://www.cw.com.tw/article/5123134
37,2022-10-13,臺中企業的逆勢突圍！勤美x瑞基x哈伯x拓凱 以危機為師 競逐全球,新冠疫情、中美貿易戰、缺工缺料、通膨的衝擊，企業面臨的種種挑戰，卻也蘊藏無限商機。面臨逆風，企業如何維持成長動能？臺中產業聚落向來匯集全球頂尖的隱形冠軍企業，其洞察時局、化危機為商機的智慧，正是臺灣逆勢突圍的關鍵。,https://www.cw.com.tw/article/5123125
38,2022-10-11,晶片護台！台積電影響全球經濟張忠謀：中國應會避免攻擊台灣,張忠謀接受美國哥倫比亞廣播公司專訪，強調發生戰爭將摧毀攸關全球的台灣晶片業。,https://www.cw.com.tw/article/5123093
39,2022-10-08,科技鎖喉戰美十年來最狠管制，全面圍堵高階晶片銷中國,美國祭出十年來最大範圍出口管制，防堵高階晶片銷售到中國，力圖癱瘓中國研製能力。拜登政府的狠招，是否會逼習近平做出史無前例回擊？,https://www.cw.com.tw/article/5123087
40,2022-10-05,經濟學人：台積電可能擠下三星，成為半導體營收王,疫情催生的高需求逐漸消退，全球半導體產業苦迎逆風。台積電雖受衝擊，但因為站穩邏輯晶片龍頭地位而不致重挫，更有望藉機擠下三星與英特爾，成為營收冠軍。,https://www.cw.com.tw/article/5123051
41,2022-10-03,美國揪眾封殺中國半導體，恐讓陸廠愈挫愈勇,半導體是支持經濟的棟梁，也是國家戰略武器，如今還左右了地緣政治發展。美國透過出口限制，牽制中國晶片，若鬆緊程度拿捏不當，可能出現反效果。,https://www.cw.com.tw/article/5123014
42,2022-09-30,Google Stadia為什麼失敗？,美國搜尋引擎巨頭Google雲端遊戲服務Stadia即將於2023年1月18日停止營運，壽命只有短短3年。它是怎麼死的？為什麼整個遊戲產業還受益於疫情紅利時，Stadia似乎就已經被默默放棄？,https://www.cw.com.tw/article/5122995
43,2022-09-30,縮短數位落差合勤為下世代創造平等終身學習場域,從消弭不平等，保障人類生活福祉出發，聯合國將優質教育列入2015年宣布之17項「2030永續發展目標（SDGs）」之中，致力於建立公平、包容、且高品質的教育環境，並提倡終身學習。一場突如其來的疫情，使全球數位學習落差的問題浮出檯面，數位資源分配不平等的情形，加劇了弱勢及偏鄉學生的學習落差，甚至因為各級學校紛紛改採線上遠距教學，而剝奪了這些學生基本學習的權利。,https://www.cw.com.tw/article/5122810
44,2022-09-30,谷歌可能製造出邪惡的東西！馬斯克：AI追殺人類，搭火箭也逃不掉,現在是人工智能發展的關鍵時刻，馬斯克聲稱人工智慧的潛在危險甚於核彈；佩吉則擔心對人工智慧的約束會阻礙數位烏托邦的實現，AI的發展到底該不該受到監控，成了一個爭議不斷的議題。,https://www.cw.com.tw/article/5122814
45,2022-09-29,向唐鳳提「資訊透明」建言 科技房仲FUNWOO以數據力推動產業共好,"內政部實價登錄制度在2012年8月1日上路，到今年剛好滿10年，但房市亂象休止了嗎？科技房仲
FUNWOO觀察，台灣房產交易市場還是有很多資訊不對等不透明的部分，造成買賣家的紛擾。FUNWOO執行長曾意婷期望藉由實踐「大數據開放平台」，渴望藉由合作一步步扭轉台灣房產交易的過程跟文化。",https://www.cw.com.tw/article/5122976
46,2022-09-29,半導體末日預言！明年台積獲利下滑大小摩、野村為何一致看壞？,摩根大通日前做出慘澹預言：半導體業進入衰退，明年不但負成長，台積甚至恐面臨每股盈餘衰退的窘境。為何最悲觀預言，紛紛成為摩根士丹利、伯恩斯坦、路博邁等法人參考指標，連大摩也開第一槍調降台積目標價？,https://www.cw.com.tw/article/5122975
47,2022-09-29,褐地重生 中油高雄煉油廠蛻變為低碳高科技產業園區,曾是高雄工業指標之一的中油煉油廠，位於楠梓區半屏山麓，面積廣達262公頃，過去曾為台灣中油公司最主要的石油煉製廠之一。2021年高雄市政府透過跨部會合作、分區整治工法，將原訂17年污染整治期程，縮短為2年時間，完成土地與地下水解除列管，讓園區動工。未來這裡不再是重污染褐地，而是北高雄綠廊道一部份的低碳高科技產業園區。,https://www.cw.com.tw/article/5122971
48,2022-09-29,褐地重生 中油高雄煉油廠蛻變為低碳高科技產業園區,曾是高雄工業指標之一的中油煉油廠，位於楠梓區半屏山麓，面積廣達262公頃，過去曾為台灣中油公司最主要的石油煉製廠之一。2021年高雄市政府透過跨部會合作、分區整治工法，將原訂17年污染整治期程，縮短為2年時間，完成土地與地下水解除列管，讓園區動工。未來這裡不再是重污染褐地，而是北高雄綠廊道一部份的低碳高科技產業園區。,https://www.cw.com.tw/article/5122971
49,2022-09-28,信邦Go Green 讓綠色永續成為強大行動力,綠色永續當道，成為所有企業努力追求的目標，但要真正做出成效，其實並不容易。國際線束大廠信邦電子以「長期累積」及「工程創新」，加上持續不懈的「訓練紮根」及「組織行動力」，讓永續化為成績傲人的強大行動力。,https://www.cw.com.tw/article/5122935
50,2022-09-27,業者嘆：「耶誕季就是躺平！」筆電業迎接最冷寒冬,耶誕促銷提早就在第三季開打。業者感嘆，「直接躺平」。為什麼該來的旺季不旺？筆電業者準備過冬。,https://www.cw.com.tw/article/5122954
51,2022-09-20,「Made in China」安控混進新竹工業區「禁中令」換掉海康，為何換來海康貼牌？,標案明定禁止中國製，新竹工業區換下海康，卻換上海康貼牌。背後原因，除了單位便宜行事，更因為國貨技術價格皆不如人，安控股王晶睿新人還曾被嘲笑「這產業被海康打爆，你去幹嘛？」,https://www.cw.com.tw/article/5122873
52,2022-09-20,調查報導｜MIT安控是黑名單陸廠製圖解「台皮陸骨」7大證據,為了國防安全，台灣跟進美國，禁止公家機關使用中國海康監控、大疆無人機等產品。然而，《天下》追查發現，工業局轄下最大工業區新竹工業區內，有著MIT微笑標章的監視器主機，就是海康貼牌。,https://www.cw.com.tw/article/5122864
53,2022-09-20,中國海康貼牌變身MIT業者：微笑標章不管你用誰的主機板，就申請看看,成創科技負責人何志白，2012年成為全球安控龍頭中國海康的台灣總代理，帶海康吃下台灣市佔。這幾年另創品牌欣永成Benelink，內裡卻仍是海康的主機。他怎麼回應貼牌打入政府標案爭議？,https://www.cw.com.tw/article/5122865
54,2022-09-20,狂收釣魚網址？台積都曾中毒停機，你該做的「零信任」4件事,政府管制中國資通產品，卻連帳號密碼都不換，公私機構飽受駭客攻擊勒索，民眾老收到釣魚簡訊。要達到真正的資安，得從對所有人都「零信任」做起，內有自我檢視清單。,https://www.cw.com.tw/article/5122866
55,2022-09-20,美國都慘輸中國，台灣能贏？嘉義廢墟誕生無人機國家隊，消防實測心得,號稱無人機界iPhone，中國大疆連「美國的希望」也能擊敗。台灣政府封殺陸廠，成立研發基地，實際操作雖有延遲問題，卻已能達成任務。即使落後一大截，但國家隊正在成形。,https://www.cw.com.tw/article/5122841
56,2022-09-16,台灣成全球元宇宙中心？讓「任意門」成真的沙漠魚科技董事長：先求卡位，再求定位！,臉書Facebook在2021年10月29日宣布，公司要更名為Meta，宣示積極搶進元宇宙世界，當全球社群龍頭先發，台灣的下一步何去何從？包括沙漠魚科技、MetaNext菁鏈科技集團及實踐家教育集團等企業，共同組建「元宇宙國家隊」，懷抱雄心壯志，不僅要讓台灣變成全球元宇宙的領導者，著手打造全新的元宇宙社群，甚至發下豪語要讓台灣數十萬家企業，實現WEB3.0數位轉型，顛覆我們所認知的世界。,https://www.cw.com.tw/article/5122823
57,2022-09-14,國際半導體展登場！股價重挫也不怕台積董事長劉德音的三個預言,SEMICON Taiwan國際半導體展規模創27年新高，吸引超過5萬名專業人士共襄盛舉。儘管今日台積股價大跌近3%，台積董事長劉德音仍在影片演講中態度樂觀，強調創新一直是台積的靈魂，未來仍是光明的新世界。,https://www.cw.com.tw/article/5122789
58,2022-09-14,粉絲經濟的獲利商機！星河NFT交易平台為企業助攻,科技快速成長，元宇宙、區塊鏈等新技術吸引眾人進入數位新世界，特別是加密貨幣運用區塊鏈技術發展，促成NFT的崛起，話題不斷。究竟這項新穎的服務和體驗，如何創造商機？,https://www.cw.com.tw/article/5122735
59,2022-09-14,英特爾的日子難過了市佔持續流失，台積成最大贏家？,英特爾遭遇勁敵超微競爭，市占率節節下滑，英特爾執行長紀辛格坦言，英特爾未來幾年市占率可能持續流失，最快可能是在這一年才能扭轉頹勢。將讓哪兩家半導體大廠受惠？,https://www.cw.com.tw/article/5122777
